id,name,absolute_magnitude,est_diameter_m,is_hazardous,epoch_osculation,eccentricity,semi_major_axis,inclination,min_orbit_intersection,orbit_uncertainty,jupiter_tisserand_invariant,mean_anomaly,arg_of_perihelion,relative_velocity_kms
2475967,475967 (2007 JF22),16.2,2474.8143003202003,False,2461000.5,0.5878226164910393,3.067609170944296,25.39940119087593,0.385328,0,2.818,153.8431841749748,125.4597725569391,12.5466655633
2476187,476187 (2007 UQ13),20.09,412.612724379,False,2461000.5,0.4253892018112539,1.1650888976695,29.2971211409754,0.29322,0,5.213,248.2835235892933,29.4536493150286,24.2600151906
2476438,476438 (2008 EB9),20.34,367.7414776887,False,2461000.5,0.2172157231275474,1.562700489390619,21.34694303286349,0.344169,0,4.326,329.7706892217224,251.4724541576437,11.1746874564
2476904,476904 (2008 WK32),19.12,644.9746074367499,False,2461000.5,0.3786348202728472,1.395814802481943,15.4556740105313,0.0703125,0,4.652,6.622185396586087,139.9362771036389,12.1973969914
2477248,477248 (2009 SV),20.02,426.13049726475,False,2461000.5,0.2784287385989108,1.475862636289128,24.93584615223951,0.0667477,0,4.453,160.8713219566138,4.714350017826456,13.9071968434
2477492,477492 (2010 CG19),19.43,559.16839547975,False,2461000.5,0.1864694497568625,1.563274668442987,61.9374547772639,0.3694,0,3.835,285.6045184170994,117.4922225009844,23.1181339085
2477524,477524 (2010 EH43),18.67,793.4921174964,False,2461000.5,0.04405072378479021,1.277811310516371,37.54190914667019,0.224552,0,4.857,295.9267833901782,196.0989371098965,19.6790785782
2478574,478574 (2012 TS78),18.6,819.4880347261501,True,2461000.5,0.3816091900035124,1.608301017877936,32.66571319372207,0.00664208,0,4.101,317.0272052011225,196.7704154068934,22.6405467705
2478784,478784 (2012 UV136),25.6,32.62440628075,False,2461000.5,0.1396500751375273,1.008740097790576,2.10182335243674,0.0118237,0,6.030,245.3028371679694,290.3267533444626,14.6461885371
2480004,480004 (2014 KD91),17.25,1525.9581281126998,False,2461000.5,0.5462495551403623,2.353409095491331,32.23740004805821,0.217174,0,3.164,172.2490798946705,234.3148780421864,22.7114026437
2480824,480824 (1999 JO6),16.62,2039.5887924731,False,2461000.5,0.4969037521952743,2.582238722243426,27.81469720613691,0.486782,0,3.096,112.3084363523446,251.0784431855451,0.0
2480854,480854 (2001 AO2),18.31,936.5751205079999,False,2461000.5,0.611124539053099,3.058335098108038,19.87886770680347,0.385843,0,2.843,212.5955830410196,77.57359600587449,11.4850778356
2480856,480856 (2001 NZ1),18.18,994.3576444262001,False,2461000.5,0.4036842280630832,2.017371631966846,24.6028118891704,0.186825,0,3.615,196.0051193057776,359.7429603898748,14.194254674
2480934,480934 (2003 LX5),17.63,1280.9807896547,False,2461000.5,0.5391751593441613,2.793440479752913,1.257300723393956,0.287789,0,3.097,312.8857768315581,148.7197132998253,8.4048330877
2481025,481025 (2004 VA1),20.65,318.81784129115,False,2461000.5,0.5124103550647402,1.051332546321823,14.9035244987205,0.172372,0,5.695,267.0652427346489,20.90372700773402,22.954619808
2481032,481032 (2004 YZ23),15.17,3976.8811927306997,False,2461000.5,0.6771728546121959,3.421492834934771,56.16351673109361,0.314633,0,2.185,92.91042562146396,300.7984587264066,17.8984125347
2481442,481442 (2006 WO3),21.58,207.7507579185,False,2461000.5,0.4474704158208555,0.7997130978046918,21.2148889286894,0.131879,0,7.160,345.8460525337829,9.697424259899508,24.6080140817
2481542,481542 (2007 RF5),18.41,894.4222963373,False,2461000.5,0.3834908039796733,1.064151955179979,31.91407721838327,0.208397,0,5.599,292.2293111374698,221.4741988000397,24.5170742321
2481817,481817 (2008 UL90),18.61,815.7228292212001,True,2461000.5,0.3798992178649454,0.6950164912279624,24.31060026213364,0.0265858,0,8.103,322.8386726091657,183.6633097583506,16.0186694463
2482250,482250 (2011 LL2),20.17,397.6881192731,True,2461000.5,0.09640692830080423,1.134054959065092,24.67642682754245,0.0130939,0,5.433,5.17550813914494,163.6543939711059,18.8055000608
2482533,482533 (2012 UA34),19.8,471.5661433514,False,2461000.5,0.8016713493725368,0.785913456558359,19.78334707848827,0.0885246,0,7.058,65.6537367835115,222.4174316901635,45.414489893
2482566,482566 (2012 WK4),21.52,213.5711650883,False,2461000.5,0.3075404357839213,1.205139448243534,4.291835415530927,0.0592427,0,5.231,2.988083590225001,161.9123694205113,7.1514973141
2482650,482650 (2013 BK18),19.68,498.3593570461,True,2461000.5,0.4945988308731198,1.626542880743542,28.8833756622464,0.0215638,0,4.050,47.85619617513537,64.68949954583985,27.997359076
2470310,470310 (2007 LB15),19.61,514.6863101573,True,2461000.5,0.3952184393579536,0.9382954142439361,25.19395059394975,0.00786104,0,6.251,201.769488966,237.363139220249,22.4940222935
2470510,470510 (2008 CJ116),19.16,633.20249415115,False,2461000.5,0.3389838465141329,1.748081178664405,13.3144306526863,0.197042,0,4.038,335.8454415984291,44.67622404144954,8.8014282803
2470585,470585 (2008 JQ14),19.04,669.1794826967,False,2461000.5,0.5180840834505195,2.461115961242344,14.51419380337745,0.193288,0,3.253,190.5409336086433,22.14660540741333,4.9550529251
2471240,471240 (2011 BT15),21.7,196.58148744435,True,2461000.5,0.3024536401752326,1.29292639367726,1.661860445402827,0.000512374,0,4.974,55.46518051316587,308.8250794739027,20.9407041089
2474158,474158 (1999 FA),20.71,310.1291700065,True,2461000.5,0.1327459281816653,1.078272930847466,12.0290211176591,0.00524153,0,5.708,357.2860122294725,297.0263418340567,16.5129554159
2474163,474163 (1999 SO5),20.81,296.1710580652,True,2461000.5,0.06450672390692673,1.085068268337514,13.36940496379712,0.0130599,0,5.682,203.3265104462631,359.8749791238915,7.3108764884
2474554,474554 (2003 YQ94),17.54,1335.18860377505,False,2461000.5,0.6181654656495144,2.653179164491181,8.53099041910805,0.139094,0,3.071,62.70970878811966,85.88927452014642,20.1208255659
2474585,474585 (2004 HC2),19.67,500.6596793215,False,2461000.5,0.3113617315119131,1.387187007378772,55.02777241301435,0.0677953,0,4.313,109.530599322953,303.1528439850093,25.4327763988
2474613,474613 (2004 TL19),21.05,265.18112996715,False,2461000.5,0.5310143540006583,2.525295834405838,12.54072205110869,0.197278,0,3.213,89.2875876117913,195.194247983719,9.7790047549
2475665,475665 (2006 VY13),17.22,1547.1863202509498,False,2461000.5,0.6142037766424945,2.918501319300654,4.676268814588736,0.137422,0,2.961,273.1523055526077,17.56322543091105,9.0275035423
2475950,475950 (2007 FE1),18.85,730.36947973905,False,2461000.5,0.5487536393669521,2.017159074256885,9.852626365608545,0.0691247,0,3.605,156.5833939987903,193.2300049765055,2.9183812817
2477327,477327 (2009 TB8),18.32,932.27194871035,False,2461000.5,0.7056002711198224,2.275521875813816,10.17602401144928,0.0796726,0,3.209,212.3993601940939,228.3910993745619,23.7293433624
2477719,477719 (2010 SG15),25.26,38.1542232777,False,2461000.5,0.4760764942338123,2.077970809785338,0.827979508983962,0.0910037,0,3.615,12.80766190607505,199.7068991537552,10.1446850517
2479325,479325 (2013 TV5),19.23,613.11595361595,False,2461000.5,0.2526706164937581,1.333846373847448,18.77328578809191,0.119775,0,4.829,299.6869431624546,69.85425082948568,12.2516081752
